,Televisor_analogico,Televisor_con_decodificador,Televisor_digital,Telefono_celular,Computadora_escritorio,Laptop,Internet,Estrato_socioeconomico,Tipo_de_entorno
10987,Si,Si,Si,Si,No,Si,Si,Alto,Urbano
10988,Si,Si,Si,Si,Si,No,Si,Bajo,Rural
10989,Si,No,No,Si,No,No,Si,Bajo,Rural
10990,No,No,Si,Si,No,No,Si,Bajo,Rural
10991,No,No,No,Si,No,No,Si,Bajo,Rural
10992,Si,Si,Si,Si,No,No,Si,Bajo,Rural
10993,Si,Si,Si,Si,No,No,Si,Bajo,Rural
10994,Si,No,No,Si,No,No,Si,Bajo,Rural
10995,No,No,No,Si,No,No,No,Medio bajo,Rural
10996,Si,Si,No,Si,No,No,No,Medio bajo,Rural
10997,No,No,Si,No,No,No,No,Medio bajo,Rural
10998,Si,No,Si,Si,No,No,Si,Medio bajo,Rural
10999,No,No,No,No,No,No,No,Medio bajo,Rural
11000,Si,No,No,Si,No,No,No,Medio bajo,Rural
11001,Si,No,No,Si,No,No,No,Medio bajo,Rural
11002,Si,No,No,Si,No,No,No,Medio bajo,Rural
11003,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
11004,No,Si,Si,Si,Si,No,Si,Alto,Urbano
11005,No,No,Si,Si,No,No,Si,Alto,Urbano
11006,No,No,Si,Si,Si,No,Si,Alto,Urbano
11007,Si,Si,No,Si,No,No,No,Alto,Urbano
11008,No,No,Si,Si,No,Si,Si,Alto,Urbano
11009,No,No,Si,Si,No,No,Si,Bajo,Urbano
11010,Si,Si,Si,Si,No,No,Si,Bajo,Urbano
11011,No,No,Si,Si,No,No,Si,Bajo,Urbano
11012,No,No,Si,Si,No,No,No,Bajo,Urbano
11013,Si,Si,Si,Si,Si,No,Si,Bajo,Urbano
11014,No,No,Si,Si,No,No,No,Bajo,Urbano
11015,Si,No,Si,Si,No,No,Si,Bajo,Urbano
11016,No,No,Si,Si,No,Si,No,Bajo,Rural
11017,No,Si,Si,Si,No,No,Si,Bajo,Rural
11018,Si,Si,Si,Si,No,No,Si,Bajo,Rural
11019,Si,Si,No,Si,No,Si,Si,Bajo,Rural
11020,No,No,Si,Si,No,No,No,Bajo,Rural
11021,No,No,Si,No,No,No,No,Bajo,Rural
11022,Si,No,No,Si,No,No,No,Bajo,Rural
11023,Si,No,No,Si,No,No,No,Bajo,Rural
11024,No,No,Si,Si,No,No,Si,Bajo,Rural
11025,No,No,Si,Si,No,No,Si,Medio alto,Urbano
11026,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
11027,No,No,Si,Si,No,No,No,Medio bajo,Rural
11028,Si,No,Si,Si,No,No,No,Medio bajo,Rural
11029,Si,No,Si,Si,No,No,No,Medio bajo,Rural
11030,Si,Si,Si,No,No,No,No,Medio bajo,Rural
11031,No,Si,Si,Si,No,No,No,Medio bajo,Rural
11032,Si,No,Si,Si,No,No,No,Medio bajo,Rural
11033,No,No,Si,Si,No,No,No,Medio bajo,Rural
11034,Si,Si,No,Si,No,No,No,Medio bajo,Rural
11035,Si,No,No,No,No,No,No,Medio bajo,Rural
11036,Si,No,Si,No,No,No,No,Medio bajo,Rural
11037,Si,No,No,Si,No,No,Si,Medio bajo,Rural
11038,Si,No,No,Si,No,No,Si,Medio bajo,Rural
11039,Si,No,No,Si,No,No,No,Medio bajo,Rural
11040,Si,No,Si,Si,Si,No,Si,Medio bajo,Rural
11041,Si,No,Si,Si,No,Si,Si,Medio bajo,Rural
11042,No,No,Si,Si,No,Si,Si,Alto,Urbano
11043,Si,Si,Si,Si,Si,Si,Si,Alto,Urbano
11044,Si,Si,Si,Si,No,No,No,Bajo,Rural
11045,No,No,Si,No,No,No,No,Bajo,Rural
11046,Si,Si,No,Si,No,No,No,Medio bajo,Rural
11047,No,No,Si,Si,No,No,No,Medio bajo,Rural
11048,No,No,Si,Si,No,No,Si,Medio bajo,Rural
11049,No,No,Si,Si,No,No,Si,Medio bajo,Rural
11050,No,No,No,Si,No,Si,No,Medio bajo,Rural
11051,Si,Si,Si,Si,No,Si,Si,Medio bajo,Rural
11052,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
11053,No,No,Si,Si,No,Si,No,Medio bajo,Rural
11054,Si,No,No,Si,No,No,No,Bajo,Urbano
11055,No,No,Si,Si,No,Si,Si,Bajo,Urbano
11056,No,No,Si,Si,No,No,No,Bajo,Urbano
11057,Si,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
11058,No,No,Si,Si,No,No,Si,Medio bajo,Rural
11059,No,No,Si,Si,No,No,No,Medio bajo,Rural
11060,No,No,Si,Si,No,No,Si,Medio bajo,Rural
11061,Si,No,No,Si,No,No,No,Alto,Urbano
11062,Si,No,Si,Si,No,Si,Si,Alto,Urbano
11063,No,No,Si,Si,No,No,Si,Alto,Urbano
11064,No,No,Si,Si,No,Si,Si,Alto,Urbano
11065,Si,Si,No,No,No,No,No,Alto,Urbano
11066,No,No,Si,Si,No,Si,Si,Alto,Urbano
11067,Si,Si,Si,Si,No,Si,Si,Alto,Urbano
11068,No,Si,Si,Si,No,Si,Si,Alto,Urbano
11069,No,No,Si,Si,No,Si,Si,Alto,Urbano
11070,Si,No,Si,Si,No,No,Si,Bajo,Rural
11071,Si,Si,No,Si,No,No,No,Bajo,Urbano
11072,No,No,Si,Si,Si,No,Si,Medio bajo,Urbano
11073,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
11074,No,No,Si,Si,No,No,No,Medio bajo,Urbano
11075,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
11076,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
11077,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
11078,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
11079,No,No,No,No,No,No,No,Medio bajo,Urbano
11080,No,No,No,Si,No,No,No,Medio bajo,Urbano
11081,No,No,Si,Si,No,Si,No,Medio bajo,Urbano
11082,No,No,Si,Si,No,No,No,Medio bajo,Urbano
11083,No,No,No,Si,No,No,Si,Medio bajo,Urbano
11084,No,No,Si,No,No,No,No,Medio bajo,Urbano
11085,Si,No,No,Si,No,No,Si,Medio bajo,Urbano
11086,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
11087,Si,No,Si,Si,No,No,No,Medio bajo,Urbano
11088,No,No,Si,Si,No,No,No,Medio bajo,Urbano
11089,No,No,Si,Si,No,Si,No,Bajo,Rural
11090,No,No,Si,Si,No,No,No,Bajo,Rural
11091,No,No,Si,Si,No,No,No,Bajo,Rural
11092,No,No,Si,Si,No,No,No,Bajo,Rural
11093,No,No,Si,Si,No,No,No,Bajo,Rural
11094,No,No,Si,Si,No,No,Si,Bajo,Rural
11095,No,Si,Si,Si,No,No,No,Bajo,Rural
11096,No,No,Si,Si,No,No,Si,Bajo,Rural
11097,No,No,Si,Si,No,No,Si,Bajo,Rural
11098,No,No,No,No,No,No,No,Bajo,Rural
11099,Si,No,Si,Si,No,No,Si,Bajo,Rural
11100,No,No,Si,Si,No,No,Si,Bajo,Urbano
11101,Si,Si,Si,Si,No,No,Si,Bajo,Urbano
11102,Si,Si,Si,Si,No,Si,No,Bajo,Rural
11103,No,No,No,Si,No,No,No,Bajo,Rural
11104,Si,No,No,Si,No,No,No,Bajo,Rural
11105,No,No,Si,Si,No,No,No,Bajo,Rural
11106,No,No,Si,Si,No,No,No,Bajo,Rural
11107,No,No,Si,Si,No,Si,No,Bajo,Rural
11108,No,No,Si,Si,No,No,No,Bajo,Rural
11109,No,No,No,Si,No,No,No,Bajo,Rural
11110,No,No,Si,No,No,No,No,Bajo,Rural
11111,No,No,Si,Si,No,No,No,Bajo,Rural
11112,No,No,Si,Si,No,No,No,Bajo,Rural
11113,No,No,Si,Si,No,No,No,Bajo,Rural
11114,No,No,Si,Si,No,No,No,Bajo,Rural
11115,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
11116,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
11117,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
11118,Si,No,No,Si,No,No,Si,Medio alto,Urbano
11119,Si,No,No,Si,No,No,No,Medio bajo,Rural
11120,Si,No,Si,Si,No,No,No,Medio bajo,Rural
11121,No,No,No,Si,No,Si,Si,Alto,Urbano
11122,No,No,Si,Si,Si,No,Si,Alto,Urbano
11123,No,No,Si,Si,Si,Si,Si,Alto,Urbano
11124,No,No,Si,Si,No,No,No,Alto,Urbano
11125,No,No,Si,Si,No,Si,Si,Alto,Urbano
11126,Si,No,No,Si,No,No,Si,Medio alto,Urbano
11127,No,No,No,Si,No,No,No,Bajo,Urbano
11128,Si,Si,No,No,No,No,No,Bajo,Urbano
11129,Si,No,Si,Si,No,No,No,Bajo,Urbano
11130,No,No,Si,Si,No,No,No,Bajo,Urbano
11131,No,No,Si,Si,No,No,Si,Alto,Urbano
11132,No,Si,Si,Si,No,Si,Si,Alto,Urbano
11133,Si,Si,Si,Si,Si,Si,Si,Alto,Urbano
11134,Si,No,Si,Si,No,Si,Si,Alto,Urbano
11135,No,Si,Si,Si,Si,Si,Si,Alto,Urbano
11136,No,No,Si,Si,No,No,No,Alto,Urbano
11137,No,No,Si,Si,No,Si,Si,Alto,Urbano
11138,No,No,Si,Si,No,Si,Si,Alto,Urbano
11139,No,No,Si,Si,Si,Si,Si,Alto,Urbano
11140,Si,Si,Si,Si,Si,No,Si,Alto,Urbano
11141,No,Si,Si,Si,Si,Si,Si,Alto,Urbano
11142,Si,Si,Si,Si,Si,Si,Si,Alto,Urbano
11143,Si,Si,No,Si,Si,Si,Si,Alto,Urbano
11144,No,Si,Si,Si,Si,Si,Si,Alto,Urbano
11145,No,Si,Si,Si,No,Si,Si,Alto,Urbano
11146,No,No,Si,Si,Si,No,Si,Alto,Urbano
11147,No,No,Si,Si,Si,Si,Si,Alto,Urbano
11148,No,No,Si,Si,No,Si,Si,Alto,Urbano
11149,No,No,Si,No,No,No,No,Medio bajo,Rural
11150,No,No,Si,Si,No,No,Si,Bajo,Rural
11151,No,No,Si,Si,No,No,No,Bajo,Rural
11152,No,No,No,Si,No,No,No,Bajo,Rural
11153,No,No,Si,Si,No,No,Si,Bajo,Rural
11154,No,No,No,No,No,No,No,Bajo,Rural
11155,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
11156,No,No,Si,Si,No,No,Si,Medio alto,Urbano
11157,Si,Si,Si,Si,No,Si,Si,Medio bajo,Urbano
11158,No,No,Si,Si,Si,No,Si,Medio bajo,Urbano
11159,Si,No,Si,Si,No,No,No,Medio bajo,Urbano
11160,Si,No,Si,Si,No,Si,Si,Medio bajo,Urbano
11161,Si,No,Si,Si,No,No,No,Bajo,Rural
11162,No,Si,Si,Si,No,No,No,Bajo,Rural
11163,No,Si,Si,Si,No,No,No,Bajo,Rural
11164,No,No,No,No,No,No,No,Bajo,Rural
11165,No,No,Si,Si,No,No,No,Medio alto,Urbano
11166,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
11167,No,No,Si,Si,Si,No,No,Medio alto,Urbano
11168,Si,No,No,Si,No,Si,Si,Medio alto,Urbano
11169,No,No,Si,Si,No,No,No,Medio alto,Urbano
11170,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
11171,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
11172,No,Si,Si,Si,Si,Si,Si,Alto,Urbano
11173,Si,No,Si,Si,Si,Si,Si,Alto,Urbano
11174,No,No,No,Si,No,No,No,Medio bajo,Urbano
11175,Si,No,No,No,No,No,No,Bajo,Rural
11176,Si,No,No,Si,No,No,No,Bajo,Rural
11177,Si,No,Si,Si,No,Si,No,Bajo,Rural
11178,No,No,Si,Si,No,No,No,Medio bajo,Rural
11179,No,No,Si,Si,No,No,No,Medio bajo,Rural
11180,No,No,Si,Si,Si,No,Si,Alto,Urbano
11181,No,No,Si,Si,No,No,No,Bajo,Rural
11182,No,No,Si,Si,No,No,No,Bajo,Rural
11183,No,No,Si,Si,No,No,No,Bajo,Rural
11184,No,No,Si,Si,No,No,No,Bajo,Rural
11185,No,No,Si,Si,No,No,No,Bajo,Rural
11186,Si,No,Si,Si,Si,Si,Si,Medio alto,Urbano
11187,No,No,Si,Si,No,No,Si,Medio alto,Urbano
11188,No,No,No,Si,Si,Si,Si,Alto,Urbano
11189,Si,Si,Si,Si,Si,No,Si,Alto,Urbano
11190,No,No,Si,Si,Si,No,Si,Medio bajo,Urbano
11191,Si,No,Si,Si,No,No,No,Bajo,Rural
11192,Si,No,No,Si,No,No,No,Bajo,Rural
11193,No,No,Si,Si,No,No,No,Bajo,Rural
11194,Si,Si,Si,Si,No,No,No,Medio alto,Urbano
11195,Si,Si,Si,Si,No,No,Si,Medio alto,Urbano
11196,Si,Si,Si,Si,No,No,No,Medio alto,Urbano
11197,Si,Si,Si,Si,No,No,No,Medio alto,Urbano
11198,No,No,Si,No,No,No,No,Medio alto,Urbano
11199,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
11200,Si,Si,Si,Si,No,Si,Si,Medio alto,Urbano
11201,No,Si,Si,Si,No,Si,No,Medio alto,Urbano
11202,No,No,Si,Si,No,Si,No,Medio alto,Urbano
11203,No,No,Si,Si,No,No,No,Medio alto,Urbano
11204,Si,No,Si,Si,No,No,No,Bajo,Rural
11205,No,No,Si,No,No,No,No,Bajo,Rural
11206,No,No,Si,Si,No,No,No,Bajo,Rural
11207,No,No,Si,Si,No,No,No,Bajo,Rural
11208,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
11209,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
11210,No,No,Si,Si,No,Si,No,Bajo,Rural
11211,Si,No,No,Si,No,No,No,Bajo,Rural
11212,No,No,Si,Si,No,No,No,Bajo,Rural
11213,Si,Si,No,Si,No,No,No,Bajo,Rural
11214,No,No,Si,Si,No,No,No,Bajo,Rural
11215,Si,No,No,Si,No,No,No,Bajo,Rural
11216,Si,No,No,Si,No,No,No,Bajo,Urbano
11217,No,No,No,Si,No,No,No,Bajo,Urbano
11218,No,No,Si,Si,No,No,No,Bajo,Urbano
11219,No,No,No,Si,No,No,No,Medio alto,Urbano
11220,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
11221,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
11222,Si,No,Si,No,No,No,Si,Medio alto,Urbano
11223,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
11224,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
11225,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
11226,Si,No,No,Si,No,No,Si,Medio alto,Urbano
11227,Si,Si,Si,Si,Si,Si,Si,Medio alto,Urbano
11228,No,No,No,Si,No,No,No,Bajo,Rural
11229,No,No,No,No,No,No,No,Bajo,Rural
11230,No,No,Si,Si,No,No,No,Bajo,Rural
11231,Si,Si,Si,No,No,No,No,Bajo,Rural
11232,No,No,Si,No,No,No,No,Bajo,Rural
11233,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
11234,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
11235,No,No,Si,Si,No,No,No,Bajo,Rural
11236,Si,No,Si,Si,No,No,No,Bajo,Rural
11237,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
11238,No,No,Si,Si,No,No,No,Medio bajo,Rural
11239,No,No,Si,Si,No,No,No,Bajo,Rural
11240,Si,Si,Si,Si,No,Si,No,Medio bajo,Rural
11241,No,No,Si,Si,No,Si,No,Medio bajo,Rural
11242,Si,No,No,No,No,No,No,Medio bajo,Rural
11243,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
11244,Si,No,Si,Si,Si,No,No,Medio bajo,Rural
11245,No,No,Si,Si,No,No,No,Bajo,Rural
11246,No,No,Si,No,No,No,No,Bajo,Rural
11247,Si,Si,Si,No,No,No,No,Bajo,Rural
11248,Si,No,Si,Si,No,No,No,Bajo,Rural
11249,No,No,Si,Si,Si,Si,Si,Alto,Urbano
11250,No,No,Si,Si,Si,No,Si,Alto,Urbano
11251,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
11252,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
11253,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
11254,Si,Si,Si,Si,Si,Si,Si,Medio bajo,Rural
11255,No,No,Si,Si,No,No,Si,Medio bajo,Rural
11256,No,No,Si,Si,No,No,Si,Medio bajo,Rural
11257,No,No,Si,Si,Si,No,Si,Bajo,Urbano
11258,No,No,Si,Si,No,Si,Si,Bajo,Urbano
11259,No,No,Si,Si,No,Si,No,Alto,Urbano
11260,No,No,Si,Si,No,Si,Si,Alto,Urbano
11261,Si,Si,Si,Si,No,Si,Si,Alto,Urbano
11262,No,No,Si,Si,No,No,Si,Medio alto,Urbano
11263,No,No,Si,No,No,No,No,Medio alto,Urbano
11264,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
11265,No,No,No,Si,No,No,No,Medio bajo,Rural
11266,No,No,Si,Si,No,Si,No,Medio bajo,Rural
11267,No,No,Si,Si,No,No,No,Medio bajo,Rural
11268,No,No,No,Si,No,No,No,Medio bajo,Rural
11269,No,No,No,No,No,No,No,Medio bajo,Rural
11270,No,No,Si,Si,No,No,No,Medio bajo,Rural
11271,Si,No,No,Si,No,No,No,Medio bajo,Rural
11272,No,No,No,No,No,No,No,Medio bajo,Urbano
11273,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
11274,No,No,Si,Si,No,No,No,Medio bajo,Urbano
11275,Si,No,No,Si,No,No,No,Medio bajo,Urbano
11276,Si,No,No,Si,No,No,No,Medio bajo,Urbano
11277,Si,Si,Si,Si,No,No,Si,Medio bajo,Urbano
11278,Si,No,No,Si,No,No,No,Medio bajo,Urbano
11279,No,No,No,No,No,No,No,Bajo,Rural
11280,Si,No,Si,Si,No,No,No,Bajo,Rural
11281,No,No,Si,Si,No,No,No,Bajo,Rural
11282,No,No,Si,Si,No,No,No,Bajo,Rural
11283,Si,No,No,No,No,No,No,Bajo,Rural
11284,No,No,Si,Si,No,No,No,Bajo,Rural
11285,No,No,Si,Si,No,No,Si,Bajo,Rural
11286,No,No,Si,Si,No,No,No,Medio bajo,Urbano
11287,No,No,No,Si,Si,No,Si,Medio alto,Urbano
11288,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
11289,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
11290,No,No,Si,Si,No,Si,Si,Alto,Urbano
11291,Si,No,Si,Si,Si,No,Si,Alto,Urbano
11292,Si,Si,Si,Si,Si,Si,Si,Alto,Urbano
11293,No,Si,Si,Si,No,Si,Si,Alto,Urbano
11294,No,No,Si,Si,No,No,No,Medio alto,Urbano
11295,No,No,Si,No,No,No,No,Medio alto,Urbano
11296,Si,No,No,Si,Si,No,Si,Medio alto,Urbano
11297,Si,No,Si,Si,No,No,No,Medio alto,Urbano
11298,Si,Si,Si,Si,No,Si,Si,Medio alto,Urbano
11299,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
11300,Si,No,No,No,No,No,Si,Medio alto,Urbano
11301,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
11302,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
11303,Si,No,Si,Si,Si,No,Si,Medio bajo,Urbano
11304,Si,No,Si,Si,No,No,No,Medio bajo,Rural
11305,No,No,No,Si,No,No,No,Medio bajo,Rural
11306,Si,No,No,Si,No,No,No,Medio bajo,Rural
11307,Si,No,Si,Si,No,No,Si,Medio bajo,Rural
11308,Si,Si,No,Si,No,No,No,Bajo,Rural
11309,No,No,Si,No,No,No,No,Bajo,Rural
11310,No,No,Si,Si,No,No,Si,Bajo,Rural
11311,Si,No,Si,Si,No,No,Si,Bajo,Rural
11312,Si,No,No,Si,No,No,Si,Bajo,Rural
11313,Si,No,No,Si,No,No,No,Bajo,Rural
11314,Si,No,Si,Si,No,No,Si,Bajo,Rural
11315,No,No,Si,Si,No,No,No,Bajo,Rural
11316,Si,No,No,Si,No,No,No,Bajo,Rural
11317,Si,No,Si,Si,No,No,No,Medio bajo,Rural
11318,Si,No,Si,Si,Si,Si,Si,Alto,Urbano
11319,Si,Si,Si,Si,No,No,No,Alto,Urbano
11320,No,No,Si,Si,No,No,No,Bajo,Rural
11321,No,No,No,Si,No,No,Si,Bajo,Rural
11322,Si,No,Si,Si,No,No,Si,Medio bajo,Rural
11323,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
11324,No,No,Si,Si,No,No,No,Medio bajo,Rural
11325,No,No,Si,Si,No,No,Si,Medio bajo,Rural
11326,No,No,Si,Si,No,No,No,Medio bajo,Rural
11327,No,No,Si,Si,No,No,Si,Bajo,Urbano
11328,No,No,Si,No,No,No,No,Bajo,Urbano
11329,No,No,Si,Si,No,No,No,Bajo,Urbano
11330,No,No,Si,Si,No,No,No,Bajo,Urbano
11331,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
11332,No,No,No,Si,No,Si,Si,Medio bajo,Urbano
11333,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
11334,No,No,Si,Si,No,Si,Si,Alto,Urbano
11335,No,No,Si,Si,No,Si,Si,Alto,Urbano
11336,No,No,Si,Si,Si,Si,Si,Alto,Urbano
11337,No,No,Si,Si,No,Si,Si,Alto,Urbano
11338,No,No,Si,Si,No,Si,Si,Alto,Urbano
11339,No,No,Si,Si,No,Si,No,Bajo,Urbano
11340,No,No,Si,Si,No,No,No,Bajo,Urbano
11341,No,No,Si,Si,No,No,No,Bajo,Urbano
11342,No,No,Si,Si,No,Si,Si,Alto,Urbano
11343,No,No,Si,Si,No,Si,Si,Alto,Urbano
11344,No,No,No,No,No,No,No,Bajo,Urbano
11345,No,No,Si,Si,No,No,No,Bajo,Urbano
11346,No,No,No,Si,No,No,Si,Bajo,Urbano
11347,Si,No,No,Si,No,No,No,Bajo,Urbano
11348,Si,No,No,No,No,No,No,Bajo,Urbano
11349,No,No,No,Si,No,No,No,Bajo,Urbano
11350,Si,No,Si,Si,No,Si,Si,Medio bajo,Rural
11351,No,No,Si,Si,Si,Si,Si,Medio bajo,Rural
11352,No,No,Si,Si,No,No,Si,Alto,Urbano
11353,No,No,Si,Si,Si,No,Si,Alto,Urbano
11354,No,No,Si,Si,Si,Si,Si,Alto,Urbano
11355,No,No,Si,Si,No,Si,Si,Alto,Urbano
11356,No,No,Si,Si,No,Si,Si,Alto,Urbano
11357,Si,Si,Si,Si,No,No,No,Bajo,Urbano
11358,No,No,Si,Si,No,No,No,Bajo,Urbano
11359,No,No,Si,Si,No,No,Si,Bajo,Urbano
11360,Si,No,Si,Si,No,No,No,Bajo,Urbano
11361,Si,No,No,No,No,No,No,Bajo,Rural
11362,No,No,No,Si,No,No,No,Bajo,Rural
11363,Si,No,No,Si,No,Si,No,Bajo,Rural
11364,Si,No,No,No,No,No,No,Bajo,Rural
11365,No,No,Si,Si,No,No,No,Alto,Urbano
11366,Si,No,Si,Si,Si,No,Si,Alto,Urbano
11367,No,No,Si,Si,No,No,Si,Bajo,Urbano
11368,No,No,Si,No,No,No,No,Medio bajo,Urbano
11369,No,No,Si,Si,Si,No,Si,Medio bajo,Urbano
11370,Si,Si,No,Si,No,No,No,Medio bajo,Urbano
11371,Si,No,No,Si,No,Si,Si,Medio bajo,Urbano
11372,Si,Si,No,Si,No,No,Si,Medio bajo,Urbano
11373,No,No,Si,Si,No,No,No,Medio bajo,Urbano
11374,No,No,Si,Si,No,No,No,Medio bajo,Urbano
11375,No,No,No,No,No,No,No,Bajo,Rural
11376,No,No,Si,No,No,No,No,Bajo,Urbano
11377,Si,No,No,Si,No,No,Si,Bajo,Urbano
11378,Si,Si,Si,Si,No,No,Si,Bajo,Urbano
11379,No,No,No,Si,No,No,Si,Bajo,Rural
11380,No,No,No,Si,No,No,Si,Bajo,Rural
11381,No,No,Si,Si,No,No,No,Medio bajo,Rural
11382,Si,No,Si,Si,No,No,No,Bajo,Rural
11383,No,No,No,Si,No,No,No,Bajo,Rural
11384,No,No,No,Si,No,No,No,Bajo,Rural
11385,No,No,No,Si,No,No,No,Bajo,Rural
11386,No,Si,Si,Si,No,No,No,Bajo,Rural
11387,Si,Si,No,Si,No,No,No,Bajo,Rural
11388,No,No,Si,Si,No,Si,No,Bajo,Rural
11389,No,No,Si,Si,No,No,Si,Bajo,Rural
11390,Si,No,Si,Si,No,No,Si,Medio bajo,Rural
11391,Si,Si,No,Si,No,No,No,Medio bajo,Rural
11392,No,No,Si,Si,No,No,No,Medio bajo,Rural
11393,No,No,Si,Si,No,No,Si,Medio bajo,Rural
11394,No,No,Si,Si,No,No,No,Medio bajo,Rural
11395,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
11396,No,No,Si,Si,No,No,No,Medio bajo,Rural
11397,No,No,Si,No,No,No,No,Medio bajo,Rural
11398,Si,Si,Si,Si,No,No,Si,Medio bajo,Urbano
11399,Si,No,Si,Si,No,No,Si,Medio bajo,Urbano
11400,No,No,Si,Si,No,Si,No,Medio bajo,Urbano
11401,No,No,Si,Si,Si,No,Si,Medio bajo,Urbano
11402,Si,No,No,Si,No,No,No,Medio bajo,Urbano
11403,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
11404,Si,No,No,No,Si,No,Si,Bajo,Urbano
11405,No,No,Si,Si,No,No,Si,Bajo,Urbano
11406,No,No,Si,Si,No,No,No,Bajo,Rural
11407,Si,Si,No,Si,No,No,No,Bajo,Rural
11408,Si,No,No,No,No,No,No,Bajo,Rural
11409,Si,Si,No,No,No,No,No,Bajo,Rural
11410,Si,No,No,Si,No,No,No,Bajo,Rural
11411,No,No,Si,Si,No,No,No,Bajo,Rural
11412,Si,No,No,Si,No,No,No,Bajo,Rural
11413,No,No,No,Si,No,No,No,Bajo,Rural
11414,No,No,No,Si,No,No,No,Bajo,Rural
11415,No,No,Si,Si,No,Si,Si,Bajo,Rural
11416,Si,No,Si,Si,No,No,Si,Bajo,Rural
11417,Si,No,Si,Si,Si,No,Si,Medio bajo,Urbano
11418,No,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
11419,No,No,No,Si,No,No,Si,Medio bajo,Urbano
11420,Si,Si,Si,Si,No,No,Si,Bajo,Urbano
11421,No,No,Si,No,No,No,No,Bajo,Urbano
11422,No,No,Si,Si,No,No,Si,Bajo,Urbano
11423,Si,No,No,Si,No,No,No,Bajo,Urbano
11424,Si,No,Si,Si,No,No,Si,Bajo,Urbano
11425,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
11426,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
11427,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
11428,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
11429,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
11430,Si,No,No,Si,No,Si,Si,Medio alto,Urbano
11431,Si,No,Si,Si,No,No,Si,Medio bajo,Urbano
11432,Si,No,No,Si,No,No,Si,Medio bajo,Urbano
11433,Si,Si,No,Si,No,No,Si,Medio bajo,Urbano
11434,Si,No,Si,Si,No,No,Si,Medio bajo,Urbano
11435,Si,No,Si,Si,Si,No,Si,Bajo,Urbano
11436,No,No,Si,Si,No,No,No,Bajo,Urbano
11437,No,No,No,Si,No,No,No,Bajo,Urbano
11438,No,No,Si,Si,No,No,Si,Bajo,Urbano
11439,No,No,Si,No,No,No,No,Bajo,Urbano
11440,No,No,Si,Si,No,No,No,Bajo,Urbano
11441,No,Si,Si,Si,No,No,No,Bajo,Urbano
11442,No,No,No,No,No,No,No,Bajo,Rural
11443,No,No,Si,Si,No,No,No,Bajo,Rural
11444,No,No,Si,Si,No,No,No,Bajo,Rural
11445,No,No,Si,Si,No,No,No,Bajo,Urbano
11446,Si,Si,No,Si,No,No,No,Bajo,Urbano
11447,Si,Si,Si,No,No,No,No,Bajo,Urbano
