UPM,VIV_SEL,HOGAR,P4_1_1,P4_1_2,P4_1_3,P4_1_4,P4_1_5,P4_1_6,P4_2_1,P4_2_2,P4_2_3,P4_3,P4_3A,P4_4,P4_5,P4_6_1,P4_6_2,P4_6_3,P4_6_4,P4_6_5,P4_6_6,P4_6A,P4_7_1,P4_7_2,P4_7_3,P4_7_4,P4_7A,P4_8,P4_8A,P5_1,P5_2_1,P5_2_2,P5_3_1,P5_3_2,P5_4,P5_4A,P5_5,P5_6_1,P5_6_2,P5_6_3,P5_6_4,P5_6_5,P5_7_1,P5_8_1,P5_9_1,P5_10_1,P5_7_2,P5_8_2,P5_9_2,P5_10_2,P5_7_3,P5_8_3,P5_9_3,P5_10_3,P5_7_4,P5_8_4,P5_9_4,P5_10_4,P5_7_5,P5_8_5,P5_9_5,P5_10_5,P5_7_6,P5_8_6,P5_9_6,P5_7_7,P5_8_7,P5_9_7,P5_7_8,P5_8_8,P5_9_8,P5_11_1,P5_11_2,P5_11_3,FAC_HOG,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO
101680,2,1,1,1,1,2,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,660,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,1,2,880,52,3,U,1,2
101680,3,1,1,2,2,1,1,2,2,2,2,2,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,500,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,880,52,3,U,1,2
101680,4,1,1,2,2,1,1,1,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,880,52,3,U,1,2
101680,5,1,1,2,2,1,1,1,2,2,2,2,,2,,,,,,,,,,,,,,5,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,880,52,3,U,1,2
101694,4,1,2,2,2,1,1,2,1,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,1,350,,1,1,600,,2,,,2,,,2,1,3,472,53,5,U,1,4
101694,3,1,2,2,2,1,1,1,2,1,1,,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,472,53,5,U,1,4
101694,1,1,1,2,2,1,1,2,1,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,1,720,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,1,1,472,53,5,U,1,4
101720,4,1,1,2,2,1,1,1,1,2,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,1,698,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,558,54,5,U,1,4
101720,2,1,2,2,2,2,1,2,2,2,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,350,,1,3,3,558,54,5,U,1,4
101720,1,1,1,2,2,1,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,360,,,2,,,2,,,2,,,2,3,2,558,54,5,U,1,4
101720,3,1,1,2,2,1,1,2,2,2,2,2,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,100,,1,3,3,558,54,5,U,1,4
101736,1,1,2,1,2,1,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,399,,,2,,,2,,,2,,,1,3,1,475,55,5,U,1,4
101736,2,1,2,2,2,1,1,1,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,1,9999,,2,,,2,,,1,1,1,475,55,5,U,1,4
101736,3,1,1,1,2,1,1,1,1,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,500,,,1,150,,2,,,2,,,1,2,1,475,55,5,U,1,4
101736,4,1,2,2,2,1,1,2,2,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,600,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,2,2,475,55,5,U,1,4
101736,5,1,1,2,1,1,1,2,2,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,450,,,1,630,,2,,,2,,,2,2,1,475,55,5,U,1,4
101809,1,1,2,2,1,1,1,2,2,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,9,,,,1,850,,,9,,,,9,,,,9,,,,9,,,9,,,9,,,2,2,2,985,56,3,U,1,2
101809,2,1,2,2,2,1,1,2,2,2,2,2,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,700,,,2,,,,2,,,2,,,2,,,2,1,3,985,56,3,U,1,2
101809,3,1,2,2,2,1,1,2,1,1,2,,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,350,,2,,,2,,,3,1,3,985,56,3,U,1,2
101809,4,1,1,1,1,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,215,,2,,,2,,,3,1,3,985,56,3,U,1,2
101809,5,1,2,2,2,1,1,1,2,2,2,2,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,520,,,2,,,2,,,2,,,1,3,1,985,56,3,U,1,2
101818,5,1,1,2,2,1,1,2,2,2,2,2,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,2,,,2,,,2,,,1,3,1,829,57,3,U,1,2
101818,1,1,1,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,829,57,3,U,1,2
101818,2,1,1,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,829,57,3,U,1,2
101818,3,1,1,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,829,57,3,U,1,2
101818,4,1,1,2,2,1,1,2,2,2,1,,,2,,,,,,,,,,,,,,1,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,829,57,3,U,1,2
101858,4,1,1,1,2,1,1,1,1,2,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,560,,,2,,,,2,,,2,,,2,,,1,2,3,490,58,5,U,1,4
101858,5,1,1,2,2,1,1,1,1,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,800,,,2,,,,2,,,2,,,2,,,1,1,3,490,58,5,U,1,4
101858,1,1,2,1,2,2,1,2,2,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,445,,,2,,,2,,,2,,,1,3,1,490,58,5,U,1,4
101858,2,1,1,2,2,1,1,1,1,2,2,,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,490,58,5,U,1,4
101858,3,1,2,1,2,2,1,2,2,2,2,2,,1,1,2,1,2,2,2,2,,,,,,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,1,250,,1,1,3,490,58,5,U,1,4
101924,5,1,1,1,1,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,2,,2,,,,,1,,1,2,2,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,1,389,,2,,,3,3,1,998,59,3,U,1,2
101924,3,1,2,1,1,2,2,2,2,2,1,,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,209,,2,,,2,,,3,1,3,998,59,3,U,1,2
101924,4,1,1,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,998,59,3,U,1,2
101924,1,1,1,2,2,1,1,1,2,2,1,,,2,,,,,,,,,,,,,,1,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,2,,,3,1,3,998,59,3,U,1,2
101963,2,1,1,2,2,1,1,1,2,1,1,,,1,3,1,2,2,2,2,2,,2,1,2,2,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,329,,1,3,3,543,60,5,U,1,4
101963,5,1,2,1,2,1,1,2,2,2,2,4,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,300,,2,,,2,,,3,1,3,543,60,5,U,1,4
101963,3,1,1,2,2,1,1,2,1,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,400,,,2,,,,2,,,2,,,2,,,2,2,3,543,60,5,U,1,4
101963,4,1,2,2,2,1,1,2,2,1,2,,,1,1,2,2,1,2,2,2,,,,,,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,400,,2,,,1,270,,1,1,3,543,60,5,U,1,4
101963,1,1,1,2,2,1,1,1,1,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,650,,2,,,1,650,,1,1,3,543,60,5,U,1,4
102095,2,1,1,1,2,2,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,1,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,150,,2,,,1,9999,,1,2,3,987,61,6,U,2,2
102095,2,2,1,2,2,1,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,1,2,,,1,1,1,1,1,2,2,,,,1,400,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,987,61,6,U,2,2
102095,1,1,1,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,987,61,6,U,2,2
102095,5,1,2,1,1,1,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,2,,,,,1,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,50,,1,3,3,987,61,6,U,2,2
102095,4,1,2,2,2,1,1,1,2,2,1,,,2,,,,,,,,,,,,,,7,UTILZAN EL CELULAR,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,300,,2,,,2,,,3,1,3,987,61,6,U,2,2
102107,1,1,2,2,2,1,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,1,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,9999,,1,3,3,1005,62,6,U,2,2
100456,1,1,1,1,1,1,1,2,2,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,385,,,2,,,2,,,2,,,1,3,1,1065,10,4,U,1,3
100456,2,1,1,2,2,1,1,2,1,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,9999,,,2,,,2,,,2,,,1,3,1,1065,10,4,U,1,3
100456,3,1,1,1,2,1,1,2,2,2,2,6,LAS ROBARON,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,307,,2,,,1,200,,1,1,3,1065,10,4,U,1,3
100498,1,1,1,2,2,1,1,2,1,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,1,250,,2,,,2,,,1,1,1,461,11,5,U,1,4
206033,2,1,1,2,1,1,1,2,1,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,500,,,2,,,2,,,2,,,1,3,1,1786,145,14,U,1,4
206033,4,1,1,2,2,1,1,2,2,1,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,577,,,1,404,,2,,,2,,,1,2,1,1786,145,14,U,1,4
206033,5,1,2,2,2,1,1,1,2,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,375,,,2,,,2,,,2,,,1,3,1,1786,145,14,U,1,4
206043,5,1,2,2,2,1,1,2,2,2,2,4,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,550,,,2,,,,2,,,2,,,2,,,2,2,3,2062,146,12,U,1,2
206043,3,1,1,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2062,146,12,U,1,2
206043,4,1,2,1,2,1,1,1,2,2,2,4,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2062,146,12,U,1,2
206043,2,1,2,2,2,1,1,2,2,2,2,4,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,1,2,2,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,1,195,,2,,,3,3,1,2062,146,12,U,1,2
206072,1,1,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,2,,,3,1,3,172,147,11,U,1,1
206072,2,1,2,2,2,1,1,2,2,2,2,1,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,800,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,1,1,172,147,11,U,1,1
206072,5,1,2,2,1,1,1,2,2,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,750,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,172,147,11,U,1,1
206072,3,1,2,2,2,1,1,2,2,1,2,,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,172,147,11,U,1,1
206072,4,1,2,1,1,1,1,2,1,2,2,,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,310,,2,,,2,,,3,2,3,172,147,11,U,1,1
206081,5,1,1,1,1,2,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,148,11,U,1,1
206081,1,1,1,2,2,1,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,153,148,11,U,1,1
206081,2,1,1,2,2,1,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,153,148,11,U,1,1
206081,3,1,2,2,2,2,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,148,11,U,1,1
206147,4,1,1,2,2,1,1,1,1,1,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,499,,,2,,,2,,,2,,,1,3,2,2089,149,14,U,1,4
206147,5,1,2,2,2,1,1,1,2,1,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,800,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,2,1,2089,149,14,U,1,4
206147,2,1,1,2,2,1,1,1,2,1,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,1,389,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,1,1,2089,149,14,U,1,4
206147,3,1,1,2,2,1,1,2,2,2,2,4,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,4,NO TIENEN TIEMPO,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2089,149,14,U,1,4
206147,1,1,1,2,2,1,1,2,1,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,1,700,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,1,1,2089,149,14,U,1,4
203946,2,1,2,2,2,1,1,2,2,2,2,4,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,300,,,2,,,2,,,2,,,1,3,1,2434,116,12,U,1,2
203983,4,1,1,2,2,1,1,1,2,1,2,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,2,,,,,1,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,2,,,2,,,2,,,1,3,1,2233,117,12,U,1,2
203983,5,1,2,2,2,1,1,2,2,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,500,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,2,2233,117,12,U,1,2
203983,3,1,1,2,2,1,2,2,2,2,2,4,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,2,2,2,,,,2,,,,2,,,,2,,,,1,389,,,1,214,,2,,,2,,,1,2,1,2233,117,12,U,1,2
203983,1,1,2,2,2,1,1,2,2,2,2,2,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,1,600,,,2,,,,2,,,1,300,,2,,,2,2,2,2233,117,12,U,1,2
203983,2,1,1,1,2,1,1,1,1,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,500,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,2233,117,12,U,1,2
204002,1,1,2,2,2,1,1,2,2,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,450,,,2,,,,2,,,2,,,2,,,1,1,3,2653,118,12,U,1,2
204002,2,1,1,2,2,1,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,300,,2,,,2,,,3,2,3,2653,118,12,U,1,2
204002,3,1,2,2,2,1,1,1,2,1,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,1,219,,2,,,2,,,1,2,1,2653,118,12,U,1,2
204002,4,1,1,2,2,1,1,1,2,2,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,1,280,,2,,,2,,,2,2,1,2653,118,12,U,1,2
204002,5,1,1,1,1,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2653,118,12,U,1,2
204018,4,1,1,2,2,1,1,2,1,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,1,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,220,,,2,,,,2,,,2,,,2,,,1,2,3,2039,119,12,U,1,2
204018,5,1,1,1,2,1,1,2,2,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,270,,1,3,3,2039,119,12,U,1,2
204018,1,1,2,2,2,1,1,2,2,2,2,4,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2039,119,12,U,1,2
204018,2,1,2,2,2,1,1,1,1,2,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,500,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,1,1,2039,119,12,U,1,2
204022,3,1,2,2,2,1,1,2,2,2,2,4,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,600,,,2,,,2,,,2,,,1,3,1,3127,120,12,U,1,2
204022,1,1,2,2,2,1,1,2,2,2,2,4,,2,,,,,,,,,,,,,,1,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,3127,120,12,U,1,2
204022,2,1,1,2,2,1,1,2,2,1,2,,,1,3,2,2,2,1,2,2,,1,2,2,2,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,0,1,1,3,3,3127,120,12,U,1,2
204022,4,1,2,2,2,1,1,2,1,2,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,1,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,2,,,2,,,2,,,1,3,1,3127,120,12,U,1,2
204022,5,1,2,2,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,3127,120,12,U,1,2
204109,1,1,1,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2525,121,12,U,1,2
204109,2,1,1,1,1,1,1,1,1,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,1,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,345,,,2,,,2,,,2,,,2,3,1,2525,121,12,U,1,2
204109,4,1,2,2,2,1,1,1,2,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,1,289,,2,,,2,,,2,2,1,2525,121,12,U,1,2
204109,5,1,1,1,1,2,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2525,121,12,U,1,2
204109,3,1,2,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2525,121,12,U,1,2
204180,1,1,1,1,1,2,2,2,2,2,2,2,,2,,,,,,,,,,,,,,3,,2,,,,,2,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,122,11,U,1,1
204180,2,1,1,1,2,1,1,1,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,304,,2,,,2,,,3,1,3,163,122,11,U,1,1
204180,3,1,2,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,6,,2,,,,,3,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,163,122,11,U,1,1
204180,4,1,1,2,1,1,1,1,2,2,2,1,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,169,,2,,,2,,,3,1,3,163,122,11,U,1,1
204180,5,1,2,2,2,1,1,2,2,2,2,2,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,163,122,11,U,1,1
204200,1,1,1,1,2,2,1,2,2,2,2,1,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,360,,,2,,,,2,,,2,,,2,,,2,2,3,2494,123,12,U,1,2
204200,2,1,1,1,1,2,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2494,123,12,U,1,2
204200,3,1,1,1,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,269,,2,,,2,,,3,2,3,2494,123,12,U,1,2
